symbol,tp_atr,sl_atr,conf_floor,trades,win_rate,profit_factor,expectancy_atr,total_return_percent
WLDUSDT,1.5,1.0,0.48,217,0.4516,0.49345724254768514,-0.6955,-274.16
WLDUSDT,1.5,1.0,0.52,88,0.4659,0.42905126440314006,-1.4699,-203.61
WLDUSDT,1.5,1.0,0.56,36,0.6111,0.7354141693875019,-0.6911,-31.96
WLDUSDT,2.0,1.0,0.36,764,0.3809,0.6831136736770197,-0.3024,-393.29
WLDUSDT,2.0,1.0,0.4,226,0.4159,0.6221634248426449,-0.4258,-187.73
WLDUSDT,2.0,1.0,0.44,85,0.4353,0.42313326436056864,-1.2698,-192.87
WLDUSDT,2.0,1.0,0.48,39,0.5385,0.3749923494369464,-1.873,-145.39
WLDUSDT,2.0,1.0,0.52,17,0.4118,0.22552560619969905,-3.3706,-133.14
WLDUSDT,2.0,1.0,0.56,9,0.5556,0.2474521893909925,-4.236,-80.76
WLDUSDT,2.0,1.5,0.36,1205,0.4373,0.8447235783886248,-0.197,-301.07
WLDUSDT,2.0,1.5,0.4,1093,0.4666,0.9170435417526202,-0.1216,-142.11
WLDUSDT,2.0,1.5,0.44,589,0.4703,0.8068341834931264,-0.2451,-199.89
WLDUSDT,2.0,1.5,0.48,195,0.4974,0.5511071247942562,-0.6848,-242.61
WLDUSDT,2.0,1.5,0.52,66,0.5606,0.5129253103848364,-0.9482,-129.49
WLDUSDT,2.0,1.5,0.56,29,0.5172,0.252288707269035,-3.8616,-181.56
WLDUSDT,2.5,1.0,0.36,660,0.35,0.71420300674919,-0.3071,-333.71
WLDUSDT,2.5,1.0,0.4,204,0.4167,0.679891871816677,-0.3896,-159.19
WLDUSDT,2.5,1.0,0.44,80,0.4125,0.4888573615104806,-1.2638,-170.59
WLDUSDT,2.5,1.0,0.48,35,0.5143,0.5204181309771141,-1.5221,-94.99
WLDUSDT,2.5,1.0,0.52,17,0.4118,0.2859598787660341,-3.165,-122.75
WLDUSDT,2.5,1.0,0.56,9,0.5556,0.31406884251879513,-3.9585,-73.62
WLDUSDT,3.0,1.0,0.36,36,0.6111,0.9017981302888408,-0.9612,-13.59
WLDUSDT,3.0,1.0,0.4,15,0.7333,1.7584403200582703,1.0257,24.77
WLDUSDT,3.0,1.0,0.44,8,0.5,0.24479710848577588,-4.3858,-73.96
WLDUSDT,3.0,1.0,0.48,4,0.5,0.15473707228822267,-2.7669,-43.33
WLDUSDT,3.0,1.0,0.52,1,0.0,0.0,-23.2366,-71.34
WLDUSDT,3.0,1.0,0.56,0,0.0,,0.0,0.0
WLDUSDT,3.0,1.5,0.36,176,0.4943,0.8713279307676627,-0.2048,-56.25
WLDUSDT,3.0,1.5,0.4,73,0.5479,0.5668384857162403,-0.9979,-134.84
WLDUSDT,3.0,1.5,0.44,35,0.6286,0.844924514758297,-0.8321,-20.76
WLDUSDT,3.0,1.5,0.48,16,0.6875,0.41625130165291385,-2.8815,-79.49
WLDUSDT,3.0,1.5,0.52,9,0.5556,0.2443605527103093,-5.6607,-94.51
WLDUSDT,3.0,1.5,0.56,3,0.0,0.0,-12.4438,-117.81
WLDUSDT,4.0,1.5,0.36,25,0.6,0.7911314093514488,-1.0534,-27.85
WLDUSDT,4.0,1.5,0.4,12,0.5833,0.404606456852864,-1.2569,-67.8
WLDUSDT,4.0,1.5,0.44,6,0.5,0.11012202491850683,-8.6945,-132.54
WLDUSDT,4.0,1.5,0.48,2,0.5,0.0037902704371673536,-8.0327,-51.03
WLDUSDT,4.0,1.5,0.52,1,0.0,0.0,-23.2366,-71.34
WLDUSDT,4.0,1.5,0.56,0,0.0,,0.0,0.0
XLMUSDT,1.5,1.0,0.36,2047,0.406,0.6602053580132617,-0.2944,-637.72
XLMUSDT,1.5,1.0,0.4,1896,0.4146,0.6879520984114449,-0.2819,-536.99
XLMUSDT,1.5,1.0,0.44,681,0.4332,0.5883341742269125,-0.4103,-298.55
XLMUSDT,1.5,1.0,0.48,192,0.474,0.6001453454160259,-0.4416,-95.38
XLMUSDT,1.5,1.0,0.52,58,0.3966,0.19227806849978704,-1.5764,-130.63
XLMUSDT,1.5,1.0,0.56,11,0.3636,0.15907451230467445,-7.3175,-51.88
XLMUSDT,2.0,1.0,0.36,838,0.395,0.7168342073444338,-0.2996,-250.07
XLMUSDT,2.0,1.0,0.4,232,0.4828,0.6967999187661249,-0.4323,-97.16
XLMUSDT,2.0,1.0,0.44,69,0.4058,0.2932080190539846,-1.2469,-117.88
XLMUSDT,2.0,1.0,0.48,12,0.3333,0.26623047700712205,-3.0547,-32.94
XLMUSDT,2.0,1.0,0.52,1,1.0,,1.8553,1.17
XLMUSDT,2.0,1.5,0.36,1242,0.43,0.7327139006260874,-0.2936,-382.83
XLMUSDT,2.0,1.5,0.4,1161,0.4479,0.7874668581492272,-0.2493,-274.83
XLMUSDT,2.0,1.5,0.44,718,0.4875,0.8286524572115173,-0.2122,-142.94
XLMUSDT,2.0,1.5,0.48,229,0.559,0.7547510923935654,-0.4185,-83.12
XLMUSDT,2.0,1.5,0.52,59,0.5932,0.611727227387338,-0.6139,-41.15
XLMUSDT,2.0,1.5,0.56,14,0.3571,0.0953410451480895,-4.2643,-59.15
XLMUSDT,2.5,1.0,0.36,733,0.3533,0.727501662948503,-0.3136,-234.2
XLMUSDT,2.5,1.0,0.4,212,0.4528,0.7922967810221715,-0.2912,-64.84
XLMUSDT,2.5,1.0,0.44,64,0.3906,0.3693305548586823,-1.1393,-96.57
XLMUSDT,2.5,1.0,0.48,13,0.3846,0.33654026094265743,-2.6619,-29.78
XLMUSDT,2.5,1.0,0.52,1,1.0,,2.3548,1.48
XLMUSDT,3.0,1.0,0.36,22,0.4545,0.13126577603593642,-5.5541,-126.88
XLMUSDT,3.0,1.0,0.4,3,0.0,0.0,-51.5261,-116.31
XLMUSDT,3.0,1.0,0.44,0,0.0,,0.0,0.0
XLMUSDT,3.0,1.5,0.36,218,0.4679,0.7637343368136628,-0.4667,-88.99
XLMUSDT,3.0,1.5,0.4,82,0.5732,0.987060338647671,-0.4049,-1.87
XLMUSDT,3.0,1.5,0.44,22,0.6364,0.4188348912239481,-1.3828,-44.48
XLMUSDT,3.0,1.5,0.48,6,0.3333,0.022078297541222366,-24.5338,-153.41
XLMUSDT,3.0,1.5,0.52,2,0.5,0.0022522133541660987,-64.5414,-88.49
XLMUSDT,4.0,1.5,0.36,15,0.6,0.3726564700254017,-1.2206,-40.09
XLMUSDT,4.0,1.5,0.4,4,0.25,0.021573687455117667,-37.576,-113.8
XLMUSDT,4.0,1.5,0.44,0,0.0,,0.0,0.0
XRPUSDT,1.5,1.0,0.36,2087,0.4159,0.6321164527154312,-0.3171,-590.87
XRPUSDT,1.5,1.0,0.4,1963,0.4167,0.6196503921439778,-0.3232,-574.66
XRPUSDT,1.5,1.0,0.44,754,0.439,0.5070024091751233,-0.4539,-332.93
XRPUSDT,1.5,1.0,0.48,278,0.4496,0.3814808915367036,-0.6598,-187.5
XRPUSDT,1.5,1.0,0.52,98,0.4082,0.2833457481246334,-1.0056,-94.26
XRPUSDT,1.5,1.0,0.56,30,0.3667,0.3526505107657717,-2.111,-27.51
XRPUSDT,2.0,1.0,0.36,962,0.3971,0.6156362539501689,-0.3327,-330.67
XRPUSDT,2.0,1.0,0.4,312,0.4295,0.4961152381603464,-0.5069,-157.78
XRPUSDT,2.0,1.0,0.44,108,0.4444,0.3536613125824105,-0.9255,-105.41
XRPUSDT,2.0,1.0,0.48,36,0.3889,0.46498949511102966,-1.2035,-18.75
XRPUSDT,2.0,1.0,0.52,6,0.3333,0.3292681894666917,-1.2807,-2.56
XRPUSDT,2.0,1.0,0.56,1,0.0,0.0,-3.1276,-0.66
XRPUSDT,2.0,1.5,0.36,1257,0.4455,0.6979532103913905,-0.3134,-377.5
XRPUSDT,2.0,1.5,0.4,1182,0.4433,0.6732139274259544,-0.3264,-387.99
XRPUSDT,2.0,1.5,0.44,779,0.4634,0.6367685396872547,-0.3466,-285.1
XRPUSDT,2.0,1.5,0.48,298,0.5369,0.6026870878382442,-0.3805,-136.72
XRPUSDT,2.0,1.5,0.52,113,0.5487,0.4598914858797747,-0.7623,-80.16
XRPUSDT,2.0,1.5,0.56,41,0.439,0.4260971349494873,-0.9866,-20.34
XRPUSDT,2.5,1.0,0.36,821,0.3678,0.661643387966476,-0.302,-270.21
XRPUSDT,2.5,1.0,0.4,275,0.3818,0.44293375288395237,-0.6872,-193.32
XRPUSDT,2.5,1.0,0.44,100,0.4,0.37436888071197894,-0.9435,-102.65
XRPUSDT,2.5,1.0,0.48,38,0.4211,0.47435821894883096,-1.202,-24.85
XRPUSDT,2.5,1.0,0.52,6,0.3333,0.47306326079606753,-1.1142,-2.01
XRPUSDT,2.5,1.0,0.56,1,0.0,0.0,-3.1276,-0.66
XRPUSDT,3.0,1.0,0.36,47,0.4255,0.3756108708200342,-1.2542,-48.56
XRPUSDT,3.0,1.0,0.4,14,0.3571,0.23526858007399465,-2.4082,-24.46
XRPUSDT,3.0,1.0,0.44,2,0.5,4.183219227266417,0.4715,1.18
XRPUSDT,3.0,1.0,0.48,0,0.0,,0.0,0.0
XRPUSDT,3.0,1.0,0.52,0,0.0,,0.0,0.0
XRPUSDT,3.0,1.5,0.36,260,0.5115,0.7800172915638518,-0.1724,-73.35
XRPUSDT,3.0,1.5,0.4,123,0.5041,0.616826025910123,-0.6971,-72.15
XRPUSDT,3.0,1.5,0.44,50,0.5,0.5488772370098804,-0.9016,-28.69
XRPUSDT,3.0,1.5,0.48,18,0.3889,0.3361017197450168,-1.364,-15.93
XRPUSDT,3.0,1.5,0.52,5,0.6,2.4093946269263657,0.4506,2.8
XRPUSDT,3.0,1.5,0.56,0,0.0,,0.0,0.0
XRPUSDT,4.0,1.5,0.36,41,0.439,0.4341314802701031,-0.9983,-42.45
XRPUSDT,4.0,1.5,0.4,17,0.2941,0.30290205673890114,-1.6129,-18.88
XRPUSDT,4.0,1.5,0.44,2,0.0,0.0,-21.4835,-25.78
XRPUSDT,4.0,1.5,0.48,0,0.0,,0.0,0.0
XRPUSDT,4.0,1.5,0.52,0,0.0,,0.0,0.0
ZECUSDT,1.5,1.0,0.36,2103,0.4056,0.7520735582972403,-0.1912,-778.3
ZECUSDT,1.5,1.0,0.4,1982,0.4087,0.7215797900220895,-0.2038,-835.78
ZECUSDT,1.5,1.0,0.44,784,0.4209,0.6651676573391595,-0.3096,-519.42
ZECUSDT,1.5,1.0,0.48,271,0.369,0.41918528807248334,-0.91,-528.38
ZECUSDT,1.5,1.0,0.52,95,0.3474,0.3589007666977503,-1.2935,-277.73
ZECUSDT,1.5,1.0,0.56,160,,,,
ZECUSDT,2.0,1.0,0.36,765,0.3882,0.6909698168336116,-0.2799,-477.81
ZECUSDT,2.0,1.0,0.4,256,0.3359,0.4702574683002246,-0.7569,-419.51
ZECUSDT,2.0,1.0,0.44,93,0.3441,0.428560365802792,-1.2166,-237.64
ZECUSDT,2.0,1.0,0.48,145,,,,
ZECUSDT,2.0,1.0,0.52,65,,,,
ZECUSDT,2.0,1.0,0.56,7,0.2857,0.09212716898544455,-4.6055,-174.05
ZECUSDT,2.0,1.5,0.36,1222,0.4501,0.8340994293888714,-0.1358,-374.18
ZECUSDT,2.0,1.5,0.4,1112,0.4487,0.8302497790635988,-0.149,-349.45
ZECUSDT,2.0,1.5,0.44,616,0.4562,0.7064475465879185,-0.2926,-410.57
ZECUSDT,2.0,1.5,0.48,231,0.4242,0.46201545957448853,-0.8824,-438.1
ZECUSDT,2.0,1.5,0.52,74,0.4189,0.4415198175198961,-1.6681,-226.83
ZECUSDT,2.0,1.5,0.56,26,0.2692,0.15896437770976907,-6.4358,-278.57
ZECUSDT,2.5,1.0,0.36,657,0.3668,0.7174963286525073,-0.2285,-405.83
ZECUSDT,2.5,1.0,0.4,244,0.3033,0.44341021846456935,-0.8028,-454.21
ZECUSDT,2.5,1.0,0.44,84,0.3929,0.6355919052354507,-0.8651,-122.69
ZECUSDT,2.5,1.0,0.48,145,,,,
ZECUSDT,2.5,1.0,0.52,65,,,,
ZECUSDT,2.5,1.0,0.56,6,0.1667,0.05792342238878767,-5.6139,-180.6
ZECUSDT,3.0,1.0,0.36,33,0.3636,0.19055685699938,-1.9884,-211.57
ZECUSDT,3.0,1.0,0.4,34,,,,
ZECUSDT,3.0,1.0,0.44,3,0.0,0.0,-4.2633,-44.98
ZECUSDT,3.0,1.0,0.48,7,,,,
ZECUSDT,3.0,1.0,0.52,1,0.0,0.0,-0.4718,-2.37
ZECUSDT,3.0,1.5,0.36,163,0.4847,0.7724661561396068,-0.2577,-114.04
ZECUSDT,3.0,1.5,0.4,65,0.4462,0.4135819098592198,-1.3437,-203.9
ZECUSDT,3.0,1.5,0.44,103,,,,
ZECUSDT,3.0,1.5,0.48,12,0.25,0.028074983773223205,-12.4739,-222.89
ZECUSDT,3.0,1.5,0.52,18,,,,
ZECUSDT,3.0,1.5,0.56,7,,,,
ZECUSDT,4.0,1.5,0.36,92,,,,
ZECUSDT,4.0,1.5,0.4,30,,,,
ZECUSDT,4.0,1.5,0.44,3,0.0,0.0,-4.3682,-45.46
ZECUSDT,4.0,1.5,0.48,6,,,,
ZECUSDT,4.0,1.5,0.52,1,1.0,,0.9642,5.19
